station_code,station_name,lat,lon,state,zone
PGG,PENGANGA,19.960321,77.123045,Maharashtra,SCR
PGI,PARPANANGADI,11.04591,75.861006,Kerala,SR
PGK,PILI BANGAN,29.483825,74.079282,Rajasthan,NWR
PGL,PAGDHAL,22.42054,77.351451,Madhya Pradesh,WCR
PGMD,PRAGATI MAIDAN,28.615268,77.247277,,
PGN,PERUGAMANI,10.889271,78.54751,Tamil Nadu,SR
PGP,Panduranga Pura,17.718238,80.76459,Andhra Pradesh,SCR
PGR,PUGALUR,11.051702,77.990709,Tamil Nadu,SR
PGRL,PIDUGURALLA,16.477787,79.876294,,
PGT,PALAKKAD,10.802091,76.641926,,
PGTN,PALGHAT TOWN,10.775389,76.652167,Kerala,SR
PGU,PADUGUPADU,14.496976,79.989954,,
PGW,PHAGWARA JN,31.217556,75.765502,,
PGZ,PERUNGUZHI,8.631561,76.808211,,
PH,Panoh,31.551328,76.199917,,
PHA,PATHARIA,23.905726,79.192899,,
PHC,PANCHOT,23.635162,72.339879,Gujarat,WR
PHD,PHAPHUND,26.632118,79.554255,,
PHE,PAHALEJA HALT,24.932644,84.144817,,
PHI,PANIKHAITI,26.211965,91.875701,Assam,NFR
PHK,PUNARAKH,25.481495,85.803757,,
PHM,Patapatnam,18.740753,84.08147,Andhra Pradesh,ECoR
PHN,POKHRAYAN,26.222964,79.840888,,
PHQ,PARDHANDE,20.729295,75.376941,,
PHR,PHILLAUR JN,31.016907,75.785761,,
PHRH,PANCH RUKHI,32.056252,76.564492,Himachal Pradesh,NR
PHS,Ferozeshah,30.887454,74.78411,Punjab,NR
PHV,PIRTHIGANJ,25.85554,82.012834,,
PHWR,Pehowa Road,29.884778,76.620461,Haryana,NR
PHX,PATHAKPUR,28.369685,78.580494,Uttar Pradesh,NR
PHY,PHARIHA,26.007478,83.029946,,
PI,PADLI,19.783928,73.665733,,
PIA,PIPRAIGAON,24.503643,77.964258,,
PIC,PARICHA,25.518402,78.73773,,
PIGT,PILIGHAT,24.660758,77.49331,,
PIH,Parhihara,27.926801,74.559809,Rajasthan,NWR
PIL,Piler,13.662347,78.927499,Andhra Pradesh,SCR
PIO,PILOL,22.39641,73.186675,,
PIP,PIPLIA,24.203693,75.007483,Madhya Pradesh,WR
PIRO,Piro,25.321358,84.420544,Bihar,ECR
PIS,Piska,23.329543,85.206102,Jharkhand,SER
PIT,Palitana,21.538301,71.823197,Gujarat,WR
PIZ,PINGLI,19.218401,76.857727,Maharashtra,SCR
PJ,Peppeganj,26.930569,83.294438,Uttar Pradesh,NER
PJA,PAJIAN,31.264295,75.288498,Punjab,NR
PJB,PANIAJOB,21.183732,80.693768,,
PJH,Pirjhalar,23.260398,75.531313,Madhya Pradesh,WR
PJK,PANJ KOSI,30.137676,74.057408,Rajasthan,NR
PJLE,Panjwara Road,24.877046,87.013684,Bihar,ER
PJN,PANJHAN,20.275504,74.606561,,
PJP,PANJIPARA,26.140166,88.018058,,
PJPI,PRAJAPATI HALT,26.815895,84.502163,,
PJR,PANGRI,18.283703,75.866773,Maharashtra,CR
PJY,PARA JANI HALT,26.596933,79.634896,,
PK,PAKNI,17.724866,75.778874,,
PKA,PRADHANKHUNTA,23.77259,86.515977,,
PKB,PATHARKHOLA S,25.778931,93.102978,Assam,NFR
PKBS,Peeplee-ka-bas,26.909189,75.268809,Rajasthan,NWR
PKC,PAKRA,22.828158,84.936906,,
PKD,PENUKONDA,14.099641,77.592521,,
PKDE,PILU KHERA,29.354607,76.49388,Haryana,NR
PKE,PIMPAR KHED,20.307455,74.756,,
PKEO,PANSKURA EAST OUTER,22.39974,87.773512,,
PKF,POKLA,22.89496,84.951364,,
PKGM,Phakhoagram,24.641534,92.342438,Assam,NFR
PKK,PAKKI,30.164759,74.355504,Punjab,NR
PKL,PAPINAYAKNAHALI,15.236109,76.490876,Karnataka,SWR
PKM,Periyanaikanpalayam,11.144776,76.948477,Tamil Nadu,SR
PKNA,PAKHNA,27.302522,79.304318,Uttar Pradesh,NCR
PKNS,POKHARNI NARASIMHA,19.118747,76.731639,Maharashtra,SCR
PKO,Palakollu,16.522244,81.717145,Andhra Pradesh,SCR
PKPU,PEDDAKURAPADU,16.459296,80.252989,,
PKQ,Pattikkad,11.020627,76.231795,Kerala,SR
PKR,PAKUR,24.638002,87.856054,,
PKRA,PARSA KHERA,28.433371,79.341852,,
PKRD,PAKARA ROAD,24.0512,80.505599,Madhya Pradesh,WCR
PKRH,Parsa Kerwan Halt,26.05361,84.827376,,
PKU,PANSKURA,22.393103,87.743024,,
PKW,PILKHUA,28.712335,77.668008,,
PKX,PAKHRULI,26.205027,82.122568,,
PKY,PILKHANI,29.997528,77.472879,,
PKZ,PIPLI PAKHI KALAN,30.732663,74.732879,Punjab,NR
PL,Mumbai Lower Parel,18.994919,72.82962,Maharashtra,WR
PLA,Palia,22.829589,75.79985,Madhya Pradesh,WR
PLAE,PALSIT,23.197031,88.003222,,
PLC,Phalodi Junction,27.124794,72.366743,Rajasthan,NWR
PLCJ,PHALODI JN,27.124914,72.366863,Rajasthan,NWR
PLD,PALDHI,21.022832,75.46157,,
PLE,PIPLEE,23.817141,71.530851,,
PLF,Piali,22.388254,88.517441,West Bengal,ER
PLG,PALGHAR,19.698038,72.77248,Maharashtra,WR
PLGH,PALIGARH,25.959544,83.50513,,
PLH,Parlakhemundi,18.786579,84.080638,Orissa,ECoR
PLHL,PALLAHALLI HALT,12.411563,76.660168,,
PLI,PETTAIVAYATALAI,10.898666,78.495114,Tamil Nadu,SR
PLJ,PALEJ,21.921578,73.072387,,
PLJE,PHULWARTANR,23.77515,86.226577,,
PLK,PALIA KALAN,28.426644,80.582392,Uttar Pradesh,NER
PLL,PARLI,10.800415,76.559421,,
PLM,PANELI MOTI,21.874341,70.152647,Gujarat,WR
PLMD,PILAMEDU,11.033241,76.999566,,
PLMG,PULIYAMANGALAM,13.083497,79.686238,,
PLMX,PALAMPUR HIMACHAL,32.069052,76.54001,Himachal Pradesh,NR
PLNI,Palani,10.458722,77.521183,,
PLO,PULGAON JN,20.726734,78.318111,,
PLP,PHULPUR,25.552534,82.091535,Uttar Pradesh,NR
PLPM,PALAPPURAM,10.752519,76.398386,,
PLS,PIPALSANA,28.952153,78.83533,Uttar Pradesh,NER
PLSG,Palasingi,19.014074,83.805056,Andhra Pradesh,ECoR
PLSN,Palsana,27.484876,75.38008,Rajasthan,NWR
PLT,Pirthala Llauda,29.628831,75.866432,Haryana,NR
PLU,PATAKOTTACHERU,15.172077,77.521795,,
PLV,PALSI,17.812195,74.111907,Maharashtra,CR
PLVA,PALLEVADA,16.5767,81.287896,Andhra Pradesh,SCR
PLVR,PALAM VIHAR HALT,28.515464,77.032765,,
PLW,PINGLESHWAR,23.211136,75.860344,,
PLWR,Phulwaria,26.468803,84.255615,Uttar Pradesh,NER
PLY,Plassey,23.777986,88.28447,West Bengal,ER
PM,PALAM,28.585656,77.09295,Delhi NCT,NR
PMB,PULLAMBADI,10.940214,78.917573,,
PMD,PAMIDI,14.980727,77.599045,,
PMDB,PAMIDI,14.981188,77.599089,,
PMH,Parao Mahna,30.811762,75.272772,Punjab,NR
PMI,PAIMAR,24.806929,85.112409,Bihar,ECR
PMK,PARAMAKKUDI,9.539071,78.591131,Tamil Nadu,SR
PMKT,PIMPALKHUTI,19.829473,78.581025,Maharashtra,CR
PML,PAPANASAM,10.922767,79.268542,Tamil Nadu,SR
PMM,PARSEHRA MAL,27.729917,80.729179,Uttar Pradesh,NER
PMN,PAMAN,26.359934,80.08042,,
PMO,Pandoli,24.866567,74.399397,Rajasthan,NWR
PMP,PIMPRI,18.622977,73.801991,,
PMPR,PAMPORE,26.2451,80.483542,,
PMQ,Parna Nand,32.169809,75.495787,Punjab,NR
PMR,PITAMBARPUR,28.200105,79.538072,,
PMS,PARMALKASA,21.140859,81.09869,,
PMT,PULLAMPET,14.120622,79.205606,,
PMU,PARMANANDPUR,25.741291,85.133951,,
PMY,PALI MARWAR,25.790692,73.327309,Rajasthan,NWR
PMYA,PARMINIYA HALT,25.826563,86.595042,Bihar,ECR
PN,PANSAR,23.307875,72.47975,Gujarat,WR
PNB,PANBARI,26.226727,91.951417,Assam,NFR
PNBE,PATNA JN,25.60256,85.136824,,
PNC,PATNA SAHEB,25.585856,85.230942,,
PNCB,Pancheberia,23.221017,88.599435,West Bengal,ER
PND,PENDRA ROAD,22.755825,81.89917,,
PNDM,PENNADAM,11.397963,79.219978,,
PNDP,PANDILLAPALLI,17.171933,80.170234,Andhra Pradesh,SCR
PNE,PRANTIK,23.694435,87.693501,,
PNF,PANGAON,18.634293,76.635315,Maharashtra,SCR
PNGI,Panangudi,9.921169,78.612621,Tamil Nadu,SR
PNGM,PANCHGRAM,24.864358,92.598318,Assam,NFR
PNGR,PINGORA,27.087306,77.371309,Rajasthan,WCR
PNHI,PANHAI,25.081679,81.189495,Uttar Pradesh,NCR
PNHR,PANIHAR,26.099221,78.014931,Madhya Pradesh,WCR
PNI,PURAINI,29.388929,78.445574,,
PNJ,Padriganj,22.317209,80.113838,Madhya Pradesh,SECR
PNK,PANKI,26.459172,80.236441,,
PNM,PANYAM,15.50076,78.339158,,
PNME,PARASNATH,23.987971,86.037862,,
PNP,PANIPAT JN,29.388948,76.963793,,
PNPL,PANPALI,21.915686,84.139173,,
PNPN,PANPANA,21.358715,86.790524,,
PNPR,PUNNAPURA,9.449651,76.333771,Kerala,SR
PNQ,PUNKUNNAM,10.535054,76.20943,,
PNRA,PANIARA,25.902065,83.525851,Uttar Pradesh,NER
PNSA,Punsia,24.953167,87.003751,Bihar,ER
PNSD,PANGARSHINDE HALT,19.526469,77.24009,,
PNT,PANITOLA,27.496751,95.249942,Assam,NFR
PNTR,PENNATHUR HALT,12.84996,79.123537,,
PNU,PALANPUR JN,24.174433,72.430172,Gujarat,WR
PNUG,Punpun Ghat Halt,25.525588,85.109912,,?
PNV,PANEVADI,20.26527,74.494903,,
PNVL,PANVEL,18.990919,73.121756,Maharashtra,CR
PNVT,PANCHARATNA,26.158866,90.555996,Assam,NFR
PNW,PUNDHAG,23.508909,86.089576,,
PNWN,PACHWAN,23.208785,77.128302,,
PNYA,PANIAHWA,27.167486,83.933839,,NER
PO,PARANGIPETTAI,11.476847,79.736045,Tamil Nadu,SR
POA,Palikona,16.061989,80.804351,Andhra Pradesh,SCR
POE,Pawapuri Road Halt,25.160225,85.512918,,
POF,PIPARSAND,26.743404,80.798664,,
POI,PONPADI,13.241368,79.588814,,
POK,POKRAN,26.930571,71.923129,Rajasthan,NWR
POKL,PEOKOL,26.340803,83.930204,Uttar Pradesh,NER
POL,PINJRAPOL,23.549642,87.232307,,
POM,Punthottam,10.932628,79.657312,,
PON,PONNERI,13.332319,80.198799,,
POO,POTLAPADU,15.873337,79.523864,,
POR,PIPALDA ROAD,24.956611,76.616541,Rajasthan,WCR
PORA,PORA,27.532025,78.154207,,
POT,Pothia,26.310567,88.179429,,
POTI,POTHERI HALT,12.820868,80.03693,,
POU,Padrauna,26.897709,83.982606,,
POX,POLA-PATTHAR,22.347657,77.853349,,
POY,POLLACHI JN,10.653079,77.001342,,
POZ,POTUL,19.918567,75.121777,Maharashtra,SCR
PP,PURANPUR,28.514911,80.150951,Uttar Pradesh,NER
PPA,PIPRA,26.489784,84.985735,Bihar,ECR
PPB,Partabpura,31.052119,75.714384,Punjab,NR
PPC,PIPRAICH,26.828307,83.535848,Uttar Pradesh,NER
PPCK,Pipalwali Chowk,26.266253,77.470826,Madhya Pradesh,NCR
PPD,PIPLOD JN,22.819148,73.9091,,
PPDA,PANCHPATIA DEORIA HALT,25.768731,84.936129,,
PPDE,PANDU PINDARA,29.307976,76.371308,Haryana,NR
PPDI,Pipradih,24.993665,86.994488,,
PPE,PAINTEPUR,27.230021,81.157557,,
PPEA,PAPRERA,27.226004,77.308829,,
PPF,PIPLAJ,26.164809,74.377466,Rajasthan,NWR
PPG,PIPLODA BAGLA,23.357472,75.433639,,
PPGT,PRINCEP GHAT,22.557154,88.332022,,
PPH,PIPRI DIH,25.879046,83.500574,Uttar Pradesh,NER
PPI,PIPARIYA,22.753941,78.354538,Madhya Pradesh,WCR
PPJ,POPHLAJ,18.292242,75.117846,,
PPK,Pachpokharia,26.894084,84.981145,,
PPKD,PAPRAKUND,24.42109,82.931711,Uttar Pradesh,ECR
PPLC,PIMPLA CHAURE HALT,19.286455,77.132535,,
PPLI,PIPLI,22.345082,69.934426,Gujarat,WR
PPM,PHIRANGIPURAM,16.292376,80.255894,,
PPN,Punpun,25.48823,85.098768,Bihar,ECR
PPNI,PARAS PANI,24.38141,83.048953,,
PPNS,PAPPINISSERY,11.941779,75.347422,Kerala,SR
PPO,PANPOSH,22.228538,84.804627,,
PPR,PIPAR ROAD JN,26.45285,73.448703,,
PPRH,PIPARAHAN HALT,26.224333,85.246908,,
PPRN,PIPRAN,29.265795,73.928281,,
PPS,PIPILIYA ROAD,22.930873,70.678255,,
PPT,PIRPAINTI,25.290375,87.421824,,
PPTA,PATLIPUTRA,25.621426,85.068505,,
PPTN,Piprithan,26.484618,88.124798,,
PPU,PIPARPUR,26.137823,82.038949,Uttar Pradesh,NR
PPVL,PIRAPPANVALASAI,9.299159,79.043777,Tamil Nadu,SR
PPW,Pachperwa,27.528038,82.657808,Uttar Pradesh,NER
PPY,PAPATAPALLI,17.373688,80.175744,Andhra Pradesh,SCR
PPZ,PEDDEMPET,18.802669,79.426824,,
PQA,Pipla Halt,21.312575,79.06676,Maharashtra,SECR
PQD,PRANPUR ROAD,25.462362,87.704868,,
PQE,Pawapuri Road,25.15921,85.511715,Bihar,ECR
PQH,Pindkepar Halt,21.304069,80.182003,,
PQK,PRATAP KHATA,26.386384,90.118496,,
PQL,PINDLAI,17.925189,79.454715,,
PQM,PAKKAM,12.465125,79.850569,,
PQN,Pariawan Kalakankar Road,25.825794,81.368601,Uttar Pradesh,NR
PQS,PARK CIRCUS,22.541429,88.374176,,
PQT,Puniyavant,22.332118,73.957331,Gujarat,WR
PQU,PARHANA MAU,23.626636,76.555607,,
PQY,PABLI KHAS,29.05601,77.698335,Uttar Pradesh,NR
PQZ,PUNDIBARI,26.413245,89.393542,,
PR,MUMBAI PAREL,19.009045,72.837504,Maharashtra,CR
PRAE,PALLA ROAD,23.179393,88.009121,,
PRAR,PAROR,32.08098,76.460155,Himachal Pradesh,NR
PRB,PARBATI,23.250527,77.012393,,
PRBZ,Parsa Bazar,25.550023,85.118879,Bihar,ECR
PRCA,PERECHERLA,16.319601,80.339519,,
PRDG,PORADANGA HALT,24.260273,88.226165,West Bengal,ER
PRDH,PIR DULHE SHAH HALT,25.873873,73.155686,,
PRDL,Paradol,23.25057,82.188481,Madhya Pradesh,SECR
PRDP,Paradip,20.280364,86.620141,Orissa,ECoR
PRE,PAHARA,25.119784,82.724782,,
PRES,Pattabiram East,13.145848,80.068704,Tamil Nadu,SR
PRF,PARSIPUR,25.37052,82.637162,,
PRG,PRAYAG,25.467939,81.867081,Uttar Pradesh,NR
PRGA,PAHARJAGANGAU,25.531869,86.324828,,
PRGD,Perungudi,12.975217,80.231363,Tamil Nadu,SR
PRGL,PERUNGULATTUR,12.905451,80.095486,,
PRH,POWERPET,16.713189,81.106602,,
PRI,PATHRI,29.851996,78.076506,Uttarakhand,NR
PRJ,PRANTIJ,23.439324,72.862688,Gujarat,WR
PRK,PARKHAM,27.299256,77.711657,,
PRKD,POWERKHEDA,22.673479,77.747363,,
PRKE,PURUA KHERA,28.38702,78.948591,Uttar Pradesh,NR
PRKH,PARKANHATTI,16.140169,74.695447,Karnataka,SWR
PRKL,PARIKKAL,11.778527,79.370923,,
PRL,POLUR,12.511327,79.130558,Tamil Nadu,SR
PRLI,PARLI VAIJNATH,18.853005,76.524424,Maharashtra,SCR
PRM,PIRUMADARA,29.327364,79.045744,Uttarakhand,NER
PRN,PARAUNA,25.866803,79.125721,,
PRNA,PURNIA JN,25.790678,87.519124,,
PRND,PERINAD,8.947916,76.620341,,
PRNR,Porjanpur,21.789139,85.521374,Orissa,?
PRNT,Periyanagathunai,12.559346,77.911017,,
PRP,PAHARPUR,24.624932,85.204571,,
PRPM,PT RAM PRASAD BISMIL,27.814705,79.957596,,
PRR,PURULIA JN,23.324911,86.37787,,
PRSL,Pandrasali,22.63341,85.806909,Jharkhand,SER
PRSN,PARSA NAGAR,26.776378,84.686924,,
PRSP,PRASADPUR,28.54694,80.081172,Uttar Pradesh,NER
PRSR,Paharsar,28.76443,75.410384,Rajasthan,NWR
PRT,PANRUTI,11.773239,79.555153,Tamil Nadu,SR
PRTL,Pirtala,24.359325,88.280583,West Bengal,ER
PRTN,Pratapnagar,22.281143,73.210289,Gujarat,WR
PRTP,PARTAPUR,28.925112,77.648699,Uttar Pradesh,NR
PRU,PARLU,25.823775,72.4319,Rajasthan,NWR
PRUR,Prithwirajpur,29.956914,73.757001,,
PRV,PUKKIRIVARI,11.633792,78.989079,,
PRWA,PARWAKHURD HALT,19.365201,77.764414,,
PRWD,PAREWADI,18.289799,74.952285,,
PRWS,PATTABIRAM WEST,13.120184,80.051876,,
PRY,PARAIYA,24.809464,84.850792,,
PRZ,Parsa,27.435148,82.908499,Uttar Pradesh,NER
PS,PARAS,20.724519,76.815865,,
PSA,PALASA,18.756782,84.422091,,
PSAE,PURBASTHALI,23.453302,88.323896,West Bengal,ER
PSB,PARSABAD,24.307559,85.73873,,
PSD,PARSODA,19.953697,74.875135,Maharashtra,SCR
PSDA,PASIVEDALA,16.99331,81.700939,,
PSE,PUSAULI,25.097235,83.72151,,
PSJ,Patasahi,22.020127,84.923705,Orissa,SER
PSK,Paradsinga Halt,21.541244,78.854197,Madhya Pradesh,SECR
PSL,PARISAL,27.669476,76.615266,Rajasthan,NWR
PSLI,Parsoli,25.113462,74.875358,Rajasthan,WCR
PSLP,PASALAPUDI,16.470923,81.095153,Andhra Pradesh,SCR
PSN,PARSENDI,27.582038,80.836816,,
PSO,PALSORA MAKRAWA,23.26065,75.531569,,
PSPY,PRASANNAYA PALLI,14.631178,77.602106,,
PSR,PASRAHA,25.403765,86.743883,,
PSRY,PASHWASHRAYA,26.763435,88.403783,,
PSS,PADSALI,18.006062,75.388084,,
PST,POSOTIA,22.447129,85.254753,,
PSV,Parsneu,28.037883,74.378783,,
PSX,Patansaongi Town Halt,21.335452,79.025915,Maharashtra,SECR
PSZ,PARSAUNI,26.55631,85.574611,,
PT,PATLI,28.399583,76.853472,Haryana,NR
PTA,Patiala,30.344249,76.4041,Punjab,NR
PTAB,PATIA HALT,20.349273,85.841374,,
PTAE,PATULI,23.547585,88.251714,West Bengal,ER
PTB,PATTAMBI,10.801933,76.181337,Kerala,SR
PTD,Petlad Junction,22.545291,72.929473,Gujarat,WR
PTE,Patiala Cantt.,30.341138,76.379064,Punjab,NR
PTF,PALTA,22.782449,88.369524,,
PTH,PATRANGA,26.825007,81.625869,,
PTHD,PATOHAN,23.914017,80.190467,,
PTI,PATIALI,27.68432,78.984173,,
PTJ,PODANUR JN,10.965425,76.990125,,
PTK,PATHANKOT,32.271804,75.644427,Punjab,NR
PTKC,PATHANKOT CANTT,32.2593,75.636044,,
PTKD,Patharkandi,24.604506,92.31911,Assam,NFR
PTKP,POTKAPALLI,18.429062,79.464445,,
PTKR,PATIPUKUR,22.605668,88.395055,,
PTLD,PATILADAHA,26.504091,90.784534,,
PTLI,PATHAULI,27.156843,77.924594,Uttar Pradesh,NCR
PTLR,PUTLUR HALT,13.122922,79.9371,,
PTM,PADALAM,12.590197,79.950844,,
PTMS,Pattabiram Military,13.136714,80.059752,,
PTN,PATAN,23.853292,72.131672,Gujarat,WR
PTNR,PATEL NAGAR,28.660009,77.15626,Delhi NCT,NR
PTP,Patal Pani,22.514232,75.797002,Madhya Pradesh,WR
PTPR,Pratabpur,28.476419,79.814546,Uttar Pradesh,NER
PTPU,PRATTIAPADU,16.820865,81.581431,,
PTRD,PATAUDI ROAD,28.350738,76.755565,Haryana,NR
PTRE,Patara,26.232168,80.203446,Uttar Pradesh,NCR
PTRJ,PATTI RAJPURA HALT,32.068766,76.53987,Himachal Pradesh,NR
PTRL,PATHRALA,30.006625,74.743953,Punjab,NWR
PTRU,PATRATU,23.667024,85.305877,,
PTS,Patansaongi,21.344445,79.010677,Maharashtra,SECR
PTSC,PARICHAA THERMA,25.525228,78.753962,,
PTT,PUTALAPATTU,13.373419,79.098727,,
PTU,PARTUR,19.575715,76.212767,Maharashtra,SCR
PTWA,PATWARA,23.914307,80.413705,Madhya Pradesh,WCR
PTYR,Patiyara,26.627948,80.476502,Uttar Pradesh,NR
PTZ,Patsul,21.0022,77.038231,Maharashtra,SCR
PU,PATCHUR,12.586657,78.469494,,
PUA,PULLA,16.809911,81.324846,,
PUC,PUDUCHATIRAM,11.54053,79.730394,Tamil Nadu,SR
PUD,PHANDA,23.232986,77.189255,,
PUDI,PUDI,13.532381,79.510307,,
PUE,Palari,22.301904,79.815973,Madhya Pradesh,SECR
PUF,Pauta,28.451603,79.811873,Uttar Pradesh,NER
PUG,PUNGGUDI,10.748083,78.620151,,
PUK,PUDUKAD,10.420507,76.260707,,
PUL,RAMPURA PHUL,30.269357,75.23738,Punjab,NR
PUM,PALLIPPURAM,10.841374,76.11236,Kerala,SR
PUMU,Penumarru,16.131433,80.77586,Andhra Pradesh,SCR
PUN,PUNDI,18.665918,84.370679,,
PUNE,PUNE JN,18.529378,73.873086,,
PUO,PIR UMROD,23.255861,76.229964,,
PUPR,PUNNAPRA,9.423187,76.342348,Kerala,SR
PUQ,Puranigudam,26.36319,92.786769,Assam,NFR
PURA,PURA HALT,24.815194,85.239725,,
PURI,PURI,19.811459,85.839992,,
PUS,PHUSRO,23.767489,86.01025,,ECR
PUSA,Pusla,21.493096,78.354883,,
PUT,PUTTUR,13.439642,79.552666,,
PUU,Punalur,9.023336,76.916104,Tamil Nadu,SR
PUW,Patuwas Mehrana,28.557035,76.333688,Haryana,NWR
PUWA,Pauwara Halt,21.098924,81.332987,,
PUX,Parasia,22.193186,78.76432,Madhya Pradesh,CR
PUY,Phulaguri,26.270537,92.592784,Assam,NFR
PV,PALLAVARAM,12.968273,80.152451,,
PVD,PEDDAVADIAPUDI,16.414205,80.612645,,
PVL,PASUPATIKOVIL,10.884228,79.19204,Tamil Nadu,SR
PVM,PATTARAVKKAM,13.114872,80.166656,,
PVN,PAVUNUR,11.600544,79.315806,,
PVP,PARVATIPURAM,18.77067,83.426966,,
PVPT,PARVATIPURAM TN,18.783875,83.433701,,
PVR,PANDHARPUR,17.66849,75.319283,Maharashtra,CR
PVRD,PIRAVAM ROAD,9.828669,76.454731,,
PVU,PARAVUR,8.815758,76.668238,,
PVZ,Parvezpur,28.510828,75.728178,Rajasthan,NWR
PW,Pirwa,27.235415,74.467274,Rajasthan,NWR
PWA,Powai,27.35353,95.646229,,
PWBN,PAWAI BROHMASTHAN HALT,25.171223,86.196522,,
PWK,PIPARIYA KALAN,23.859295,80.736422,Madhya Pradesh,WCR
PWL,PALWAL,28.151841,77.342232,,
PWS,PHULWARI SHARIF,25.586297,85.07943,,
PWU,PARANUR,12.7302,79.98366,,
PWXP,PAWANI KUMARPUR HALT,25.527689,83.935964,,
PXR,Palpara,23.059458,88.520722,West Bengal,ER
PY,PERUNDURAI,11.25334,77.628672,,
PYA,PEDAPARIYA,14.021481,79.875372,,
PYD,PALLIYADI,8.26515,77.259683,Tamil Nadu,SR
PYLA,PIYALA BLOCK HUT,28.288129,77.317824,,
PYM,PANDIYAPURAM,8.855091,77.971557,Tamil Nadu,SR
PYOL,PAYYOLI,11.516716,75.617595,Kerala,SR
PYV,PAZHAYA SEEVARAM,12.777131,79.8777,Tamil Nadu,SR
PYX,PEYANAPALLI,13.131636,79.138282,,
PZA,PALAVANTHANGAL,12.990115,80.186651,,
QBW,QUBARWALA,30.175886,74.417372,,
QCAB,QCAB,22.229374,84.884802,,
QGT,KOLAGHAT,22.434331,87.879654,,
QLD,QUILANDI,11.446139,75.693924,Kerala,SR
QLM,KULEM,15.334036,74.24423,Goa,SWR
QLN,KOLLAM JN,8.886586,76.596753,,
QMRS,Kayamsar,28.125576,75.000562,Rajasthan,NWR
QRP,KILA RAIPUR,30.759177,75.827486,Punjab,NR
QSR,KANSRAO,30.07857,78.141795,Uttarakhand,NR
QTP,Quatabpur,29.763968,76.349742,Haryana,NR
QXR,KUCHESAR ROAD,28.746651,77.913232,,
R,RAIPUR JN,21.256462,81.629328,,
RA,RAMPARDA,22.634966,71.352035,Gujarat,WR
RAA,BARARA,30.213325,77.035501,,
RAG,RAIGIR,17.550881,78.941202,,
RAGM,RAJAGAMBIRAM,9.725053,78.409255,Tamil Nadu,SR
RAH,Ramgarh,27.576612,76.811256,Rajasthan,NCR
RAHA,Raha,26.225359,92.522244,Assam,NFR
RAI,RAIBHA,27.18155,77.803634,,
RAIR,RAIRAKHOL,21.046745,84.333562,,
RAJP,RAJAPUR ROAD,16.635175,73.626565,Maharashtra,KR
RAK,Ramkot,27.534312,80.597408,Uttar Pradesh,NR
RAKD,Radha Kund,27.537943,77.523598,,
RAKL,RETHORAKALAN,26.397857,78.240156,Madhya Pradesh,NCR
RAL,Repalle,16.019794,80.828736,Andhra Pradesh,SCR
RAM,RAMAPURAM,13.098012,79.178793,,
RAMA,RAMVA,25.891153,80.853299,,
RAMP,Rampuri,22.410159,80.259304,Madhya Pradesh,SECR
RAMR,RAMAIPUR HALT,27.545116,80.897107,,
RANI,RANI,25.347582,73.31039,Rajasthan,NWR
RAU,Rau,22.633145,75.80495,Madhya Pradesh,WR
RAWS,RAHATWAS,24.522974,77.8327,,
RAY,RAY,23.690082,85.077816,,
RAYA,RAYA,27.552406,77.786884,,
RBA,RAMBHA,19.537957,85.094079,,
RBD,RAHIMABAD,26.999343,80.600639,,
RBG,RAYBAG,16.483375,74.806826,Karnataka,SWR
RBGJ,ROBERTS GANJ,24.683136,83.077822,Uttar Pradesh,NCR
RBH,RAJBANDH,23.476136,87.372314,,
RBJ,Raibojha,27.971209,81.471651,Uttar Pradesh,NER
RBK,REOTI BAHORA KHERA,28.318709,79.107047,Uttar Pradesh,NR
RBL,RAE BARELI JN,26.232684,81.23932,,
RBN,Raghubans Nagar,25.756709,87.060056,Bihar,ECR
RBR,RIBADA,22.124961,70.800952,Gujarat,WR
RBS,RUPBAS,26.99038,77.590963,Rajasthan,NCR
RBZ,RAMBHADDARPUR,25.977172,85.865182,,
RC,RAICHUR,16.192441,77.339165,,
RCA,Rentachintala,16.545259,79.549492,Andhra Pradesh,SCR
RCD,RAJCHANDRAPUR,22.652739,88.321219,,
RCF,KAPURTHALA RAIL COACH FACTORY,31.326976,75.34282,Punjab,NR
RCG,RACHAGUNNARI,13.714631,79.629853,,
RCGT,RICHUGHUTU,23.659779,84.58081,,
RCJ,RANYAL JASMIYA,23.161929,76.072554,Madhya Pradesh,WR
RCP,Ramachandrapur,25.996484,81.267274,Uttar Pradesh,NR
RCRA,Ramchaura,26.997952,83.268406,Uttar Pradesh,NER
RCTC,Raghunathpur,20.351679,86.149605,Orissa,ECoR
RD,RAM DAYALU NAGAR,26.097367,85.383596,,
RDD,RIKHABDEV ROAD,23.997173,73.748055,Rajasthan,NWR
RDDE,RATHDHANA,28.904132,77.059148,,
RDE,RUNDHI,28.067751,77.350991,,
RDF,RADHAGAON,23.59787,86.089065,,
RDG,Rayadurg,14.705815,76.856828,Andhra Pradesh,SWR
RDHP,RADHANPUR,23.84693,71.585594,Gujarat,WR
RDI,KARDI,13.267377,76.5737,Karnataka,SWR
RDK,Rasheedpura Khori,27.713786,75.087121,Rajasthan,NWR
RDL,RUDAULI,26.762188,81.754202,,
RDM,RAMGUNDAM,18.763329,79.4351,,
RDN,RUDAIN,27.579928,79.186618,,
